score,confidence,method_same,bmc_index,bmc_section,bmc_title,bmc_method,bmc_uri,podm_index,podm_section,podm_title,podm_method,podm_uri
1.0,high,True,325,3.4.32,查询网络端口上接的光模块集合资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/Transceivers,234,4.4.25,查询网络端口上接的光模块集合资源信息,GET,/redfish/v1/Chassis/{chassis_id}/Transceivers
1.0,high,True,328,3.4.35,查询驱动器集合资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/Drives,236,4.4.27,查询驱动器集合资源信息,GET,/redfish/v1/Chassis/{chassis_id}/Drives
1.0,high,True,329,3.4.36,查询指定驱动器资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/drives/drive_id,237,4.4.28,查询指定驱动器资源信息,GET,/redfish/v1/Chassis/{chassis_id}/Drives/{drive_id}
1.0,high,True,330,3.4.37,修改指定驱动器属性,PATCH,https://device_ip/redfish/v1/Chassis/chassis_id/Drives/drives_id,238,4.4.29,修改指定驱动器属性,PATCH,/redfish/v1/Chassis/{chassis_id}/Drives/{drive_id}
1.0,high,True,333,3.4.40,加密盘的数据安全擦除,POST,https://device_ip/redfish/v1/Chassis/chassis_id/Drives/drives_id/Actions/Oem/Huawei/Public/Drive.CryptoErase,239,4.4.30,加密盘的数据安全擦除,POST,/redfish/v1/Chassis/{chassis_id}/Drives/{drive_id}/Actions/Oem/HuaweiPublic/Drive.CryptoErase
1.0,high,True,334,3.4.41,查询扩展板卡集合资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/Boards,240,4.4.31,查询扩展板卡集合资源信息,GET,/redfish/v1/Chassis/{chassis_id}/Boards
1.0,high,True,335,3.4.42,查询指定扩展板卡资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/Boards/board_id,241,4.4.32,查询指定扩展板卡资源信息,GET,/redfish/v1/Chassis/{chassis_id}/Boards/{board_id}
1.0,high,True,336,3.4.43,修改指定拓展板卡资源属性,PATCH,https://device_ip/redfish/v1/Chassis/chassis_id/Boards/board_id,242,4.4.33,修改指定拓展板卡资源属性,PATCH,/redfish/v1/Chassis/{chassis_id}/Boards/{board_id}
1.0,high,True,337,3.4.44,NPU模组复位,POST,https://device_ip/redfish/v1/Chassis/chassis_id/Boards/board_id/Actions/NPUBoard.NPUBoardReset,243,4.4.34,NPU模组复位,POST,/redfish/v1/Chassis/{chassis_id}/Boards/{board_id}/Actions/NpuBoard.NpuBoardReset
1.0,high,True,339,3.4.46,查询PCIe设备集合资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/PCIeDevices,244,4.4.35,查询PCIe设备集合资源信息,GET,/redfish/v1/Chassis/{chassis_id}/PCIeDevices
1.0,high,True,340,3.4.47,查询指定PCIe设备资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/PCIeDevices/pciedevices_id,245,4.4.36,查询指定PCIe设备资源信息,GET,/redfish/v1/Chassis/{chassis_id}/PCIeDevices/{pciedevices_id}
1.0,high,True,341,3.4.48,修改指定PCIe设备资源信息,PATCH,https://device_ip/redfish/v1/Chassis/chassis_id/PCIeDevices/pciedevices_id,246,4.4.37,修改指定PCIe设备资源信息,PATCH,/redfish/v1/Chassis/{chassis_id}/PCIeDevices/{pciedevices_id}
1.0,high,True,342,3.4.49,复位指定SDI卡,POST,https://device_ip/redfish/v1/Chassis/chassis_id/PCIeDevices/pciedevices_id/Actions/Oem/Huawei/Public/PCIeDevices.Reset,247,4.4.38,复位指定SDI卡,POST,/redfish/v1/Chassis/{chassis_id}/PCIeDevices/{pciedevices_id}/Actions/Oem/HuaweiPublic/PCIeDevices.Reset
1.0,high,True,343,3.4.50,设置指定SDI卡电源状态,POST,https://device_ip/redfish/v1/Chassis/chassis_id/PCIeDevices/pciedevices_id/Actions/Oem/Huawei/Public/PCIeDevices.SetPowerState,248,4.4.39,设置指定SDI卡电源状态,POST,/redfish/v1/Chassis/{chassis_id}/PCIeDevices/{pciedevices_id}/Actions/Oem/HuaweiPublic/PCIeDevices.SetPowerState
1.0,high,True,344,3.4.51,指定PCIe设备资源导入https证书,POST,https://device_ip/redfish/v1/Chassis/chassis_id/PCIeDevices/pciedevices_id /Actions/Oem/Huawei/Public/PCIeDevices.ImportHttpsCert,249,4.4.40,指定PCIe设备资源导入https证书,POST,/redfish/v1/Chassis/{chassis_id}/PCIeDevices/{pciedevices_id}/Actions/Oem/HuaweiPublic/PCIeDevices.ImportHttpsCert
1.0,high,True,346,3.4.53,查询指定PCIe功能资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/PCIeDevices/pciedevices_id/PCIeFunctions/functions_id（推荐使用）,250,4.4.41,查询指定PCIe功能资源信息,GET,/redfish/v1/Chassis/{chassis_id}/PCIeDevices/{pciedevices_id}/Functions/{functions_id}
1.0,high,True,347,3.4.54,查询进风口历史温度资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/Thermal/InletHistoryTemperature,251,4.4.42,查询进风口历史温度资源信息,GET,/redfish/v1/Chassis/{chassis_id}/Thermal/InletHistoryTemperature
1.0,high,True,348,3.4.56,查询门限传感器列表资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/ThresholdSensors,253,4.4.44,查询门限传感器列表资源信息,GET,/redfish/v1/Chassis/{chassis_id}/ThresholdSensors
1.0,high,True,349,3.4.57,查询离散型传感器列表资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/DiscreteSensors,254,4.4.45,查询离散型传感器列表资源信息,GET,/redfish/v1/Chassis/{chassis_id}/DiscreteSensors
0.9091,high,True,352,3.4.60,查询指定机箱泵资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/ThermalSubsystem,255,4.4.46,查询指定机柜泵资源信息,GET,/redfish/v1/Chassis/{chassis_id}/ThermalSubsystem
0.9091,high,True,353,3.4.61,修改指定机箱泵资源信息,PATCH,https://device_ip/redfish/v1/Chassis/chassis_id/ThermalSubsystem,256,4.4.47,修改指定机柜泵资源信息,PATCH,/redfish/v1/Chassis/{chassis_id}/ThermalSubsystem
0.7143,high,True,354,3.4.62,重启整机服务器,POST,https://device_ip/redfish/v1/Chassis/chassis_id/Actions/Chassis.Reset,257,4.4.48,重启刀片服务器,POST,/redfish/v1/Chassis/{chassis_id}/Actions/Chassis.Reset
1.0,high,True,355,3.4.63,查询漏液检测系统信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/ThermalSubsystem/LeakDetection,258,4.4.49,查询漏液检测系统信息,GET,/redfish/v1/Chassis/{chassis_id}/ThermalSubsystem/LeakDetection
1.0,high,True,356,3.4.64,查询漏液检测器集合,GET,https://device_ip/redfish/v1/Chassis/chassis_id/LeakDetectors,259,4.4.50,查询漏液检测器集合,GET,/redfish/v1/Chassis/{chassis_id}/ThermalSubsystem/LeakDetection/LeakDetectors
1.0,high,True,357,3.4.65,查询漏液检测,GET,https://device_ip/redfish/v1/Chassis/chassis_id/LeakDetectors/LeakDetector_id,260,4.4.51,查询漏液检测,GET,/redfish/v1/Chassis/{chassis_id}/ThermalSubsystem/LeakDetection/LeakDetectors/{LeakDetector_id}
1.0,high,True,358,3.4.66,查询风扇集合资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/ThermalSubsystem/Fans,261,4.4.52,查询风扇集合资源信息,GET,/redfish/v1/Chassis/{chassis_id}/ThermalSubsystem/Fans
1.0,high,True,359,3.4.67,查询风扇单个资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/ThermalSubsystem/Fans/fan_id,262,4.4.53,查询风扇单个资源信息,GET,/redfish/v1/Chassis/{chassis_id}/ThermalSubsystem/Fans/{fan_id}
1.0,high,True,360,3.4.68,设置风扇组、泵组转速批量下发,POST,https://device_ip/redfish/v1/Chassis/chassis_id/ThermalSubsystem/Actions/Oem/{{OemIdentifier}}/ThermalControlUnitGroup.SetExpectedSpeedPercent,263,4.4.54,设置风扇组、泵组转速批量下发,POST,/redfish/v1/Chassis/{chassis_id}/ThermalSubsystem/Actions/Oem/HuaweiPublic/ThermalControlUnitGroup.SetExpectedSpeedPercent
1.0,high,True,361,3.4.69,查询Sensors集合资源,GET,https://device_ip/redfish/v1/Chassis/chassis_id/Sensors,264,4.4.55,查询Sensors集合资源,GET,/redfish/v1/Chassis/{chassis_id}/Sensors
1.0,high,True,362,3.4.70,查询指定Sensor资源信息,GET,https://device_ip/ redfish/v1/Chassis/chassis_id/Sensors/sensor_id,265,4.4.56,查询指定Sensor资源信息,GET,/redfish/v1/Chassis/{chassis_id}/Sensors/{sensor_id}
0.9286,high,True,363,3.4.71,查询指定机箱散热度量资源信息,GET,https://device_ip/redfish/v1/Chassis/chassis_id/ThermalSubsystem/ThermalMetrics,224,4.4.15,查询指定机柜散热度量资源信息,GET,/redfish/v1/Chassis/{chassis_id}/ThermalSubsystem/ThermalMetrics
1.0,high,True,364,3.4.72,重新统计散热组件累计耗电量数据,POST,https://device_ip/redfish/v1/Chassis/chassis_id/ThermalSubsystem/ThermalMetrics/Actions/ThermalMetrics.ResetMetrics,225,4.4.16,重新统计散热组件累计耗电量数据,POST,/redfish/v1/Chassis/{chassis_id}/ThermalSubsystem/ThermalMetrics/Actions/ThermalMetrics.ResetMetrics
1.0,high,True,366,3.4.74,查询单个电源信息,GET,https://device_ip/redfish/v1/Chassis/ChassisId/PowerSubsystem/PowerSupplies/PowerSupplyId,266,4.4.57,查询单个电源信息,GET,/redfish/v1/Chassis/{chassis_id}/PowerSubsystem/PowerSupplies/{PowerSupply_Id}
1.0,high,True,367,3.4.75,查询单个电源度量信息,GET,https://device_ip/redfish/v1/Chassis/ChassisId/PowerSubsystem/PowerSupplies/PowerSupplyId/Metrics,267,4.4.58,查询单个电源度量信息,GET,/redfish/v1/Chassis/{chassis_id}/PowerSubsystem/PowerSupplies/{PowerSupply_Id}/Metrics
0.5714,high,True,381,3.5.1,查询会话服务信息,GET,https://device_ip/redfish/v1/SessionService,330,4.10.3.2.3,查询会话策略,GET,/redfish/v1/SessionService
0.5714,high,True,382,3.5.2,修改会话服务信息,PATCH,https://device_ip/redfish/v1/SessionService,331,4.10.3.2.4,修改会话策略,PATCH,/redfish/v1/SessionService
0.8,low,True,383,3.5.3,创建会话,POST,https://device_ip/redfish/v1/SessionService/Sessions,344,4.10.3.4.2,创建会话（登录）,POST,/redfish/v1/SessionService/Sessions
0.5,high,True,384,3.5.4,查询会话集合资源信息,GET,https://device_ip/redfish/v1/SessionService/Sessions,343,4.10.3.4.1,查询全量会话,GET,/redfish/v1/SessionService/Sessions
0.75,low,True,385,3.5.5,查询指定会话资源信息,GET,https://device_ip/redfish/v1/SessionService/Sessions/session_id,345,4.10.3.4.3,查询指定会话,GET,/redfish/v1/SessionService/Sessions/session_id
0.8,low,True,386,3.5.6,删除指定会话,DELETE,https://device_ip/redfish/v1/SessionService/Sessions/session_id,346,4.10.3.4.4,删除会话,DELETE,/redfish/v1/SessionService/Sessions/session_id
0.7273,medium,True,389,3.5.9,Web二次认证,POST,https://device_ip/redfish/v1/AccountService/Accounts,324,4.10.3.1.6,二次认证,POST,/redfish/v1/AccountService/check
0.4286,high,True,390,3.6.1,查询用户服务信息,GET,https://device_ip/redfish/v1/AccountService,328,4.10.3.2.1,查询账户策略,GET,/redfish/v1/AccountService
0.4286,high,True,391,3.6.2,修改用户服务信息,PATCH,https://device_ip/redfish/v1/AccountService,329,4.10.3.2.2,修改账户策略,PATCH,/redfish/v1/AccountService
0.5,high,True,392,3.6.3,查询用户集合资源信息,GET,https://device_ip/redfish/v1/AccountService/Accounts,322,4.10.3.1.4,查询全量用户,GET,/redfish/v1/AccountService/Accounts
0.75,low,True,393,3.6.4,查询指定用户资源信息,GET,https://device_ip/redfish/v1/AccountService/Accounts/member_id,323,4.10.3.1.5,查询指定用户,GET,/redfish/v1/AccountService/Accounts/member_id
0.8889,medium,True,394,3.6.5,创建新用户,POST,https://device_ip/redfish/v1/AccountService/Accounts,319,4.10.3.1.1,创建用户,POST,/redfish/v1/AccountService/Accounts
1.0,high,True,395,3.6.6,删除用户,DELETE,https://device_ip/redfish/v1/AccountService/Accounts/account_id,321,4.10.3.1.3,删除用户,DELETE,/redfish/v1/AccountService/Accounts/{account_id}
0.6667,high,True,396,3.6.7,修改指定用户信息,PATCH,https://device_ip/redfish/v1/AccountService/Accounts/account_id,320,4.10.3.1.2,修改用户,PATCH,/redfish/v1/AccountService/Accounts/{account_id}
0.56,high,True,399,3.6.10,双因素认证的用户的客户端证书导入,POST,https://device_ip/redfish/v1/AccountService/Accounts/account_id/Oem/Huawei/Public/Actions/Account.ImportMutualAuthClientCert,325,4.10.3.1.7,导入用户客户端证书,POST,/redfish/v1/AccountService/Accounts/account_id/Oem/Huawei/Actions/Account.ImportMutualAuthClientCert
0.56,high,True,400,3.6.11,双因素认证的用户的客户端证书删除,POST,https://device_ip/redfish/v1/AccountService/Accounts/account_id/Oem/Huawei/Public/Actions/Account.DeleteMutualAuthClientCert,326,4.10.3.1.8,删除用户客户端证书,POST,/redfish/v1/AccountService/Accounts/account_id/Oem/Huawei/Actions/Account.DeleteMutualAuthClientCert
1.0,high,True,403,3.6.14,SSH公钥导入,POST,https://device_ip/redfish/v1/AccountService/Accounts/account_id/Oem/Huawei/Public/Actions/Account.ImportSSHPublicKey,327,4.10.3.1.9,SSH公钥导入,POST,/redfish/v1/AccountService/Accounts/account_id/Oem/Huawei/Public/Actions/Account.ImportSSHPublicKey
1.0,high,True,405,3.6.16,查询角色集合资源信息,GET,https://device_ip/redfish/v1/AccountService/Roles,340,4.10.3.3.1,查询角色集合资源信息,GET,/redfish/v1/AccountService/Roles
1.0,high,True,406,3.6.17,查询指定角色信息,GET,https://device_ip/redfish/v1/AccountService/Roles/role_id,341,4.10.3.3.2,查询指定角色信息,GET,/redfish/v1/AccountService/Roles/role_id
0.5333,high,True,407,3.6.18,修改自定义角色权限,PATCH,https://device_ip/redfish/v1/AccountService/Roles/role_id,342,4.10.3.3.3,角色绑定权限,PATCH,/redfish/v1/AccountService/Roles/role_id
1.0,high,True,410,3.6.21,查询Ldap服务资源,GET,https://device_ip/redfish/v1/AccountService/LdapService,369,4.10.3.9.1,查询Ldap服务资源,GET,/redfish/v1/AccountService/LdapService
1.0,high,True,411,3.6.22,修改Ldap功能开启使能,PATCH,https://device_ip/redfish/v1/AccountService/LdapService,370,4.10.3.9.2,修改Ldap功能开启使能,PATCH,PATCH /redfish/v1/AccountService/LdapService
1.0,high,True,412,3.6.23,查询Ldap域控制器集合信息,GET,https://device_ip/redfish/v1/AccountService/LdapService/LdapControllers,371,4.10.3.9.3,查询Ldap域控制器集合信息,GET,/redfish/v1/AccountService/LdapService/LdapControllers
1.0,high,True,413,3.6.24,查询具体域控制器的信息,GET,https://device_ip/redfish/v1/AccountService/LdapService/LdapControllers/member_id,372,4.10.3.9.4,查询具体域控制器的信息,GET,/redfish/v1/AccountService/LdapService/LdapControllers/member_id
1.0,high,True,414,3.6.25,修改具体域控制器的信息,PATCH,https://device_ip/redfish/v1/AccountService/LdapService/LdapControllers/member_id,373,4.10.3.9.5,修改具体域控制器的信息,PATCH,/redfish/v1/AccountService/LdapService/LdapControllers/member_id
1.0,high,True,424,3.7.1,查询升级服务资源信息,GET,https://device_ip/redfish/v1/UpdateService,270,4.5.1,查询升级服务资源信息,GET,/redfish/v1/UpdateService
1.0,high,True,426,3.7.3,查询可升级固件集合资源信息,GET,https://device_ip/redfish/v1/UpdateService/FirmwareInventory,271,4.5.2,查询可升级固件集合资源信息,GET,/redfish/v1/UpdateService/FirmwareInventory
1.0,high,True,427,3.7.4,查询指定可升级固件资源信息,GET,https://device_ip/redfish/v1/UpdateService/FirmwareInventory/softid,272,4.5.3,查询指定可升级固件资源信息,GET,/redfish/v1/UpdateService/FirmwareInventory/{softid}
1.0,high,True,429,3.7.6,文件上传,POST,https://device_ip/redfish/v1/UpdateService/FirmwareInventory,275,4.5.6,文件上传,POST,/redfish/v1/UpdateService/FirmwareInventory
1.0,high,True,430,3.7.7,生效固件,POST,https://device_ip/redfish/v1/UpdateService/Actions/Oem/Huawei/Public/UpdateService.StartActivate,274,4.5.5,生效固件,POST,/redfish/v1/UpdateService/Actions/Oem/HuaweiPublic/UpdateService.StartActivate
0.4,high,True,431,3.7.8,并行升级,POST,https://device_ip/redfish/v1/UpdateService/Actions/Oem/Huawei/UpdateService.ParallelUpdate,273,4.5.4,批量升级固件（评）,POST,/redfish/v1/UpdateService/Actions/Oem/HuaweiPublic/UpdateService.ParallelUpdate
1.0,high,True,437,3.8.1,查询任务服务资源信息,GET,https://device_ip/redfish/v1/TaskService,277,4.6.1,查询任务服务资源信息,GET,/redfish/v1/TaskService
1.0,high,True,439,3.8.3,查询任务集合资源信息,GET,https://device_ip/redfish/v1/TaskService/Tasks,278,4.6.2,查询任务集合资源信息,GET,/redfish/v1/TaskService/Tasks
1.0,high,True,440,3.8.4,查询指定任务资源信息,GET,https://device_ip/redfish/v1/TaskService/Tasks/taskid,279,4.6.3,查询指定任务资源信息,GET,/redfish/v1/TaskService/Tasks/{taskid}
0.5217,high,True,441,3.8.5,查询指定Monitor信息,GET,https://device_ip/redfish/v1/TaskService/Tasks/task_id/Monitor,280,4.6.4,查询指定任务运行信息,GET,/redfish/v1/TaskService/Tasks/{taskid}/Monitor
1.0,high,True,442,3.8.6,查询指定子任务集合资源信息,GET,https://device_ip/redfish/v1/TaskService/Tasks/{taskid}/SubTasks,281,4.6.5,查询指定子任务集合资源信息,GET,/redfish/v1/TaskService/Tasks/{taskid}/SubTasks
1.0,high,True,443,3.8.7,查询指定子任务资源信息,GET,https://device_ip/redfish/v1/TaskService/Tasks/{taskid}/SubTasks/{subtaskid},282,4.6.6,查询指定子任务资源信息,GET,/redfish/v1/TaskService/Tasks/{taskid}/SubTasks/{subtaskid}
1.0,high,True,444,3.9.1,查询事件服务资源,GET,https://device_ip/redfish/v1/EventService,283,4.7.1,查询事件服务资源,GET,/redfish/v1/EventService
1.0,high,True,445,3.9.2,修改事件服务资源,PATCH,https://device_ip/redfish/v1/EventService,284,4.7.2,修改事件服务资源,PATCH,/redfish/v1/EventService
1.0,high,True,446,3.9.3,模拟测试事件,POST,https://device_ip/redfish/v1/EventService/Actions/EventService.SubmitTestEvent,285,4.7.3,模拟测试事件,POST,/redfish/v1/EventService/Actions/EventService.SubmitTestEvent
1.0,high,True,447,3.9.4,对未恢复的事件重新上报,POST,https://device_ip/redfish/v1/EventService/Actions/Oem/Huawei/Public/EventService.Rearm,286,4.7.4,对未恢复的事件重新上报,POST,/redfish/v1/EventService/Actions/Oem/HuaweiPublic/EventService.Rearm
1.0,high,True,448,3.9.5,模拟精准告警,POST,https://device_ip/redfish/v1/EventService/Actions/Oem/Huawei/Public/EventService.MockPreciseAlarm,287,4.7.5,模拟精准告警,POST,/redfish/v1/EventService/Actions/Oem/HuaweiPublic/EventService.MockPreciseAlarm
1.0,high,True,449,3.9.6,查询事件订阅集合资源,GET,https://device_ip/redfish/v1/EventService/Subscriptions,288,4.7.6,查询事件订阅集合资源,GET,/redfish/v1/EventService/Subscriptions
1.0,high,True,450,3.9.7,创建事件订阅资源,POST,https://device_ip/redfish/v1/EventService/Subscriptions,289,4.7.7,创建事件订阅资源,POST,/redfish/v1/EventService/Subscriptions
1.0,high,True,451,3.9.8,查询事件订阅资源,GET,https://device_ip/redfish/v1/EventService/Subscriptions/id,290,4.7.8,查询事件订阅资源,GET,/redfish/v1/EventService/Subscriptions/{id}
1.0,high,True,452,3.9.9,修改事件订阅资源,PATCH,https://device_ip/redfish/v1/EventService/Subscriptions/id,291,4.7.9,修改事件订阅资源,PATCH,/redfish/v1/EventService/Subscriptions/{id}
1.0,high,True,453,3.9.10,删除事件订阅资源,DELETE,https://device_ip/redfish/v1/EventService/Subscriptions/id,292,4.7.10,删除事件订阅资源,DELETE,/redfish/v1/EventService/Subscriptions/{id}
1.0,high,True,454,3.9.11,屏蔽系统事件上报,POST,https://device_ip/redfish/v1/EventService/Actions/Oem/Huawei/Public/EventService.ShieldSystemAlert,293,4.7.11,屏蔽系统事件上报,POST,/redfish/v1/EventService/Actions/Oem/HuaweiPublic/EventService.ShieldSystemAlert
0.875,medium,True,455,3.9.12,配置事件告警级别,POST,https://device_ip/redfish/v1/EventService/Actions/Oem/Huawei/Public/EventService.SetEventSeverityLevel,294,4.7.12,设置事件告警级别,POST,/redfish/v1/EventService/Actions/Oem/HuaweiPublic/EventService.SetEventSeverityLevel
1.0,high,True,467,3.10.10,文件上传操作,POST,http://device_ip/redfish/v1/Sms/1/UpdateService/Actions/UpdateService.UploadFile,276,4.5.7,文件上传操作（评）,POST,/redfish/v1/UpdateService/Actions/Oem/HuaweiPublic/UpdateService.Upload
1.0,high,True,473,3.11.1,查询数据采集服务资源,GET,https://device_ip/redfish/v1/DataAcquisitionService,295,4.8.1,查询数据采集服务资源,GET,/redfish/v1/DataAcquisitionService
1.0,high,True,474,3.11.2,修改数据采集服务开关状态,PATCH,https://device_ip/redfish/v1/DataAcquisitionService,296,4.8.2,修改数据采集服务开关状态,PATCH,/redfish/v1/DataAcquisitionService
1.0,high,True,477,3.11.6,清空“数据采集点信息表”,POST,https://device_ip/redfish/v1/DataAcquisitionService/Actions/HwDataAcquisitionService.ClearHistoryData,297,4.8.3,清空“数据采集点信息表”,POST,/redfish/v1/DataAcquisitionService/Actions/HwDataAcquisitionService.ClearHistoryData
1.0,high,True,478,3.11.8,查询数据表资源信息,GET,https://device_ip/redfish/v1/DataAcquisitionService/DataAcquisitionReport?ComponentType=component&MetricType=metric&StartTime=start_time&EndTime=end_time&SerialNumber=serial_number,298,4.8.5,查询数据表资源信息,GET,/redfish/v1/DataAcquisitionService/DataAcquisitionReport?ComponentType={component}&MetricType={metric}&StartTime={start_time}&EndTime={end_time}&SerialNumber={serial_number}
0.5714,high,True,481,3.12.1,查询证书服务信息,GET,https://device_ip/redfish/v1/CertificateService,332,4.10.3.2.5,查询证书策略,GET,/redfish/v1/CertificateService
0.5714,high,True,482,3.12.2,修改证书服务信息,PATCH,https://device_ip/redfish/v1/CertificateService,333,4.10.3.2.6,修改证书策略,PATCH,/redfish/v1/CertificateService
1.0,high,True,483,3.12.3,查询证书路径信息,GET,https://device_ip/redfish/v1/CertificateService/CertificateLocations,364,4.10.3.7.5,查询证书路径信息,GET,/redfish/v1/CertificateService/CertificateLocations
1.0,high,True,484,3.12.4,导入CA证书,POST,https://device_ip/redfish/v1/CertificateService/Actions/CertificateService.ImportCACertificate,360,4.10.3.7.1,导入CA证书,POST,/redfish/v1/CertificateService/Actions/CertificateService.ImportCACertificate
1.0,high,True,485,3.12.5,删除CA证书,POST,https://device_ip/redfish/v1/CertificateService/Actions/CertificateService.DeleteCACertificate,361,4.10.3.7.2,删除CA证书,POST,/redfish/v1/CertificateService/Actions/CertificateService.DeleteCACertificate
0.9524,high,True,486,3.12.6,导入CA证书的吊销列表,POST,https://device_ip/redfish/v1/CertificateService/Actions/CertificateService.ImportCACertificateCRL,365,4.10.3.7.6,导入CA证书吊销列表,POST,/redfish/v1/CertificateService/Actions/CertificateService.ImportCACertificateCRL
1.0,high,True,489,3.13.1,查询资源服务信息,GET,https://device_ip/redfish/v1/Oem/Huawei/Public/AssetService,384,4.12.1,查询资源服务信息,GET,/redfish/v1/Oem/HuaweiPublic/AssetService
1.0,high,True,490,3.13.2,查询硬件资产清单信息,GET,https://device_ip/redfish/v1/Oem/Huawei/Public/AssetService/AssetList,385,4.12.2,查询硬件资产清单信息,GET,/redfish/v1/Oem/HuaweiPublic/AssetService/AssetList
1.0,high,True,491,3.13.3,查询硬件资产变更信息,GET,https://device_ip/redfish/v1/Oem/Huawei/Public/AssetService/AssetChange,386,4.12.3,查询硬件资产变更信息,GET,/redfish/v1/Oem/HuaweiPublic/AssetService/AssetChange
1.0,high,True,492,3.13.4,刷新硬件资产变更信息,POST,https://device_ip/redfish/v1/Oem/Huawei/Public/AssetService/AssetChange/Actions/AssetChange.UpdateTrustStatus,387,4.12.4,刷新硬件资产变更信息,POST,/redfish/v1/Oem/HuaweiPublic/AssetService/AssetChange/Actions/AssetChange.UpdateTrustStatus
1.0,high,True,493,3.13.5,确认供应链配置检查信息,POST,https://device_ip/redfish/v1/Oem/Huawei/Public/AssetService/Actions/AssetService.ConfirmTrustedSupplyChain,388,4.12.5,确认供应链配置检查信息,POST,/redfish/v1/Oem/HuaweiPublic/AssetService/Actions/AssetService.ConfirmTrustedSupplyChain
1.0,high,True,501,3.15.1,查询遥测服务资源信息,GET,https://device_ip/redfish/v1/TelemetryService,299,4.9.1,查询遥测服务资源信息,GET,/redfish/v1/TelemetryService
1.0,high,True,502,3.15.2,修改遥测服务资源信息,PATCH,https://device_ip/redfish/v1/TelemetryService,300,4.9.2,修改遥测服务资源信息,PATCH,/redfish/v1/TelemetryService
1.0,high,True,503,3.15.3,查询指标项资源信息,GET,https://device_ip/redfish/v1/TelemetryService/MetricDefinitions,301,4.9.3,查询指标项资源信息,GET,/redfish/v1/TelemetryService/MetricDefinitions
1.0,high,True,504,3.15.4,查询指定指标定义资源信息,GET,https://device_ip/redfish/v1/TelemetryService/MetricDefinitions/id,302,4.9.4,查询指定指标定义资源信息,GET,/redfish/v1/TelemetryService/MetricDefinitions/{id}
1.0,high,True,505,3.15.5,查询指标报告定义资源信息,GET,https://device_ip/redfish/v1/TelemetryService/MetricReportDefinitions,303,4.9.5,查询指标报告定义资源信息,GET,/redfish/v1/TelemetryService/MetricReportDefinitions
1.0,high,True,506,3.15.6,创建指标报告定义资源信息,POST,https://device_ip/redfish/v1/TelemetryService/MetricReportDefinitions,304,4.9.6,创建指标报告定义资源信息,POST,/redfish/v1/TelemetryService/MetricReportDefinitions
1.0,high,True,507,3.15.7,修改指定指标报告定义资源信息,PATCH,https://device_ip/redfish/v1/TelemetryService/MetricReportDefinitions/id,305,4.9.7,修改指定指标报告定义资源信息,PATCH,/redfish/v1/TelemetryService/MetricReportDefinitions/{id}
1.0,high,True,508,3.15.8,删除指定指标报告定义,DELETE,https://device_ip/redfish/v1/TelemetryService/MetricReportDefinitions/id,306,4.9.8,删除指定指标报告定义,DELETE,/redfish/v1/TelemetryService/MetricReportDefinitions/{id}
1.0,high,True,509,3.15.9,查询指定指标报告定义资源信息,GET,https://device_ip/redfish/v1/TelemetryService/MetricReportDefinitions/id,307,4.9.9,查询指定指标报告定义资源信息,GET,/redfish/v1/TelemetryService/MetricReportDefinitions/{id}
1.0,high,True,510,3.15.10,查询指标报告集合资源信息,GET,https://device_ip/redfish/v1/TelemetryService/MetricReports,308,4.9.10,查询指标报告集合资源信息,GET,/redfish/v1/TelemetryService/MetricReports
1.0,high,True,511,3.15.11,查询指定指标报告资源信息,GET,https://device_ip/redfish/v1/TelemetryService/MetricReports/id,309,4.9.11,查询指定指标报告资源信息,GET,/redfish/v1/TelemetryService/MetricReports/{id}
1.0,high,True,512,3.15.12,查询触发器集合资源信息,GET,https://device_ip/redfish/v1/TelemetryService/Triggers,310,4.9.12,查询触发器集合资源信息,GET,/redfish/v1/TelemetryService/Triggers
1.0,high,True,513,3.15.13,创建触发器,POST,https://device_ip/redfish/v1/TelemetryService/Triggers,311,4.9.13,创建触发器,POST,/redfish/v1/TelemetryService/Triggers
1.0,high,True,514,3.15.14,查询指定触发器资源信息,GET,https://device_ip/redfish/v1/TelemetryService/Triggers/id,312,4.9.14,查询指定触发器资源信息,GET,/redfish/v1/TelemetryService/Triggers/{id}
1.0,high,True,515,3.15.15,修改指定触发器资源信息,PATCH,https://device_ip/redfish/v1/TelemetryService/Triggers/id,313,4.9.15,修改指定触发器资源信息,PATCH,/redfish/v1/TelemetryService/Triggers/{id}
